Sample,cpd,SMILES,ChEBI,compoundname,label_Avian,label_Biodegradation,label_Crustacean,label_Eye_Corrosion,label_Eye_Irritation,label_Fathead_Minnow,label_Genomic_AMES_Mutagenesis,label_Genomic_Carcinogenesis,label_Genomic_Micronucleus,label_Honey_Bee,label_Liver_Injury_I,label_Liver_Injury_II,label_NR_AR,label_NR_AR_LBD,label_NR_AhR,label_NR_Aromatase,label_NR_ER,label_NR_ER_LBD,label_NR_GR,label_NR_PPAR_gamma,label_NR_TR,label_Respiratory_Disease,label_SR_ARE,label_SR_ATAD5,label_SR_HSE,label_SR_MMP,label_SR_p53,label_Skin_Sensitisation,label_T._Pyriformis,label_hERG_II_Inhibitor,label_hERG_I_Inhibitor,value_Avian,value_Biodegradation,value_Crustacean,value_Eye_Corrosion,value_Eye_Irritation,value_Fathead_Minnow,value_Genomic_AMES_Mutagenesis,value_Genomic_Carcinogenesis,value_Genomic_Micronucleus,value_Honey_Bee,value_Liver_Injury_I,value_Liver_Injury_II,value_NR_AR,value_NR_AR_LBD,value_NR_AhR,value_NR_Aromatase,value_NR_ER,value_NR_ER_LBD,value_NR_GR,value_NR_PPAR_gamma,value_NR_TR,value_Respiratory_Disease,value_SR_ARE,value_SR_ATAD5,value_SR_HSE,value_SR_MMP,value_SR_p53,value_Skin_Sensitisation,value_T._Pyriformis,value_hERG_II_Inhibitor,value_hERG_I_Inhibitor
BD105,C00829,c1ccc2ccccc2c1,CHEBI:16482,Naphthalene,High Safety,Medium Safety,High Toxicity,High Toxicity,High Toxicity,High Toxicity,High Safety,High Safety,Low Toxicity,High Safety,Low Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Toxicity,High Toxicity,High Safety,High Safety,0.01,0.25,1.0,0.95,0.98,0.97,0.0,0.15,0.5,0.0,0.44,0.38,0.0,0.0,0.02,0.0,0.17,0.01,0.0,0.02,0.0,0.15,0.03,0.02,0.0,0.0,0.01,0.81,0.97,0.14,0.13
BD105,C06711,OC1c2ccccc2-c2ccccc21,CHEBI:16904,Fluoren-9-ol,High Safety,Medium Safety,High Toxicity,Low Toxicity,High Toxicity,High Toxicity,Low Toxicity,High Safety,Low Toxicity,Low Safety,Medium Toxicity,Low Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Toxicity,High Toxicity,High Safety,High Safety,0.02,0.26,0.87,0.6,0.96,0.96,0.64,0.15,0.5,0.43,0.67,0.49,0.02,0.02,0.1,0.03,0.25,0.07,0.03,0.02,0.07,0.46,0.26,0.04,0.01,0.07,0.04,0.94,0.98,0.1,0.08
BD105,C06813,O=[N+]([O-])c1ccccc1,CHEBI:27798,Nitrobenzene,High Safety,Medium Safety,High Safety,High Toxicity,High Toxicity,High Safety,High Safety,High Safety,Low Toxicity,High Safety,Low Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Toxicity,High Toxicity,Medium Safety,High Safety,0.01,0.31,0.0,0.94,1.0,0.16,0.0,0.0,0.5,0.07,0.35,0.39,0.0,0.0,0.02,0.09,0.06,0.01,0.0,0.01,0.0,0.1,0.06,0.01,0.0,0.02,0.01,0.91,1.0,0.18,0.01
BD105,C07083,C=Cc1ccccc1,CHEBI:27452,Styrene,High Safety,Low Toxicity,Low Toxicity,High Toxicity,High Toxicity,Medium Toxicity,High Toxicity,High Safety,Low Toxicity,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Toxicity,High Toxicity,Medium Safety,Medium Safety,0.0,0.51,0.54,0.97,1.0,0.81,1.0,0.15,0.5,0.0,0.07,0.42,0.0,0.0,0.04,0.0,0.07,0.0,0.01,0.01,0.0,0.26,0.01,0.02,0.0,0.0,0.0,0.77,0.99,0.24,0.24
BD105,C07111,CCc1ccccc1,CHEBI:16101,Ethylbenzene,High Safety,Low Toxicity,Medium Toxicity,High Toxicity,High Toxicity,High Toxicity,High Safety,High Safety,Low Safety,High Safety,Medium Safety,Medium Toxicity,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Toxicity,High Toxicity,High Safety,High Safety,0.0,0.6,0.69,0.97,1.0,0.84,0.0,0.15,0.49,0.0,0.22,0.71,0.0,0.0,0.01,0.0,0.06,0.01,0.0,0.02,0.0,0.47,0.01,0.0,0.0,0.0,0.0,0.79,0.95,0.09,0.03
BD105,C07535,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,CHEBI:29865,Benzo[a]pyrene,Low Safety,High Safety,High Toxicity,Low Toxicity,High Toxicity,High Toxicity,High Toxicity,High Safety,Low Toxicity,Medium Safety,Low Safety,Medium Safety,High Safety,High Toxicity,High Toxicity,High Safety,Medium Safety,High Safety,Medium Toxicity,Low Toxicity,Low Safety,High Safety,High Toxicity,High Safety,High Toxicity,High Toxicity,Low Toxicity,High Toxicity,High Toxicity,Low Toxicity,Medium Safety,0.44,0.01,0.99,0.54,1.0,1.0,0.98,0.15,0.5,0.33,0.48,0.28,0.0,1.0,0.98,0.16,0.31,0.11,0.79,0.62,0.45,0.0,0.88,0.06,1.0,0.87,0.59,1.0,1.0,0.52,0.18
BD105,C07715,c1ccc2c(c1)Cc1ccccc1-2,CHEBI:28266,Fluorene,High Safety,High Safety,High Toxicity,High Toxicity,High Toxicity,High Toxicity,High Safety,High Safety,Low Toxicity,High Safety,Low Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Toxicity,High Toxicity,High Safety,High Safety,0.01,0.13,1.0,0.9,0.98,0.96,0.0,0.15,0.5,0.0,0.48,0.25,0.0,0.0,0.07,0.0,0.16,0.06,0.02,0.02,0.02,0.23,0.02,0.03,0.0,0.01,0.01,0.93,1.0,0.11,0.14
BD105,C07721,O[C@@H]1C2=C(C=C[C@@H]1O)Cc1ccccc12,CHEBI:28234,"(+)-(3S,4R)-cis-3,4-Dihydroxy-3,4-dihydrofluorene",High Safety,High Safety,Low Safety,High Safety,Medium Toxicity,Low Toxicity,Low Toxicity,High Safety,Low Toxicity,Low Toxicity,Low Toxicity,Medium Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,Low Toxicity,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Toxicity,High Toxicity,High Safety,Medium Safety,0.02,0.15,0.45,0.05,0.83,0.54,0.58,0.15,0.5,0.61,0.56,0.29,0.03,0.01,0.08,0.22,0.16,0.02,0.04,0.01,0.38,0.56,0.27,0.01,0.09,0.02,0.13,0.84,0.92,0.14,0.21
BD105,C11006,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CHEBI:920,"2,4-Dinitrotoluene",High Toxicity,High Safety,High Safety,Medium Toxicity,High Toxicity,High Toxicity,High Toxicity,High Safety,Low Toxicity,High Toxicity,Medium Toxicity,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Toxicity,High Toxicity,High Safety,High Safety,0.94,0.05,0.0,0.77,0.99,0.94,1.0,0.09,0.5,1.0,0.7,0.27,0.0,0.0,0.03,0.0,0.06,0.01,0.18,0.02,0.06,0.21,0.19,0.01,0.0,0.19,0.04,0.98,1.0,0.11,0.02
BD105,C14098,Cc1ccc2ccccc2c1,CHEBI:50720,2-Methylnaphthalene,High Safety,Medium Safety,High Toxicity,High Toxicity,High Toxicity,High Toxicity,High Safety,High Safety,Low Toxicity,Low Safety,Low Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Toxicity,High Toxicity,High Safety,High Safety,0.0,0.27,1.0,0.91,0.99,0.89,0.0,0.15,0.5,0.43,0.47,0.28,0.0,0.0,0.07,0.0,0.1,0.03,0.0,0.02,0.0,0.14,0.03,0.02,0.0,0.0,0.01,0.73,0.98,0.14,0.05
BD105,C14315,c1ccc2cc3ccccc3cc2c1,CHEBI:35298,Anthracene,High Safety,Medium Safety,High Toxicity,Medium Toxicity,High Toxicity,High Toxicity,High Toxicity,High Safety,Low Safety,Low Toxicity,Low Toxicity,Low Safety,High Safety,High Safety,Medium Toxicity,High Safety,Low Safety,Medium Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Toxicity,High Safety,High Toxicity,High Toxicity,Low Safety,Medium Safety,0.01,0.18,0.96,0.82,0.98,0.97,1.0,0.15,0.49,0.51,0.62,0.34,0.0,0.0,0.72,0.08,0.4,0.22,0.23,0.03,0.01,0.0,0.08,0.03,0.0,0.8,0.16,0.89,1.0,0.36,0.21
BD105,C16203,O[C@@H]1c2cc3ccccc3cc2C=C[C@@H]1O,CHEBI:80375,"Anthracene-cis-1,2-dihydrodiol",High Safety,High Safety,Medium Toxicity,High Safety,High Toxicity,High Toxicity,Medium Toxicity,High Safety,Low Toxicity,High Toxicity,Medium Safety,Medium Safety,High Safety,High Safety,Medium Toxicity,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,Medium Toxicity,High Toxicity,Medium Safety,High Safety,0.02,0.11,0.71,0.03,0.93,0.93,0.76,0.15,0.5,0.9,0.29,0.18,0.01,0.01,0.71,0.11,0.28,0.04,0.12,0.02,0.13,0.43,0.44,0.07,0.01,0.05,0.08,0.76,0.99,0.17,0.11
BD105,C18276,O[C@@H]1C=Cc2cc3ccc4cccc5ccc(c2[C@@H]1O)c3c45,CHEBI:81627,"Benzo[a]pyrene-cis-9,10-dihydrodiol",Low Safety,High Safety,High Toxicity,High Safety,High Safety,High Toxicity,High Toxicity,High Safety,Low Toxicity,Medium Toxicity,High Safety,High Safety,High Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,Low Safety,High Safety,Low Safety,Low Safety,Low Toxicity,High Safety,Medium Safety,Medium Safety,Low Safety,Medium Toxicity,High Toxicity,Low Safety,High Safety,0.36,0.03,0.86,0.03,0.08,1.0,0.97,0.15,0.5,0.74,0.16,0.12,0.03,0.12,0.4,0.13,0.23,0.08,0.47,0.05,0.44,0.48,0.58,0.04,0.29,0.19,0.48,0.79,1.0,0.47,0.16
BD105,C19237,CCC1CO1,CHEBI:82326,"1,2-Epoxybutane",High Safety,High Toxicity,High Safety,High Toxicity,High Toxicity,High Safety,High Toxicity,High Safety,Low Toxicity,Medium Safety,Medium Safety,Low Toxicity,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Toxicity,Medium Safety,Medium Safety,High Safety,0.01,0.84,0.14,0.96,0.99,0.07,1.0,0.15,0.5,0.28,0.29,0.64,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.15,0.01,0.0,0.0,0.0,0.0,0.73,0.22,0.28,0.04
BD105,C19446,[H]C([H])([H])Cl,CHEBI:36014,Methyl chloride,High Safety,High Safety,Low Toxicity,Medium Toxicity,High Toxicity,Medium Safety,High Toxicity,High Safety,Low Toxicity,Low Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,Low Safety,Low Safety,High Safety,0.01,0.05,0.56,0.76,0.99,0.33,1.0,0.15,0.5,0.45,0.01,0.46,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.04,0.02,0.02,0.24,0.4,0.46,0.02
BD105,C01438,[H]C([H])([H])[H],CHEBI:16183,Methane,High Safety,Medium Toxicity,Low Toxicity,Low Safety,High Toxicity,High Safety,High Safety,High Safety,Low Toxicity,High Toxicity,High Safety,Low Toxicity,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,Low Safety,Medium Safety,High Safety,0.01,0.7,0.53,0.49,0.96,0.11,0.03,0.15,0.5,1.0,0.01,0.62,0.05,0.13,0.0,0.0,0.12,0.02,0.0,0.01,0.13,0.07,0.0,0.0,0.01,0.01,0.0,0.46,0.41,0.29,0.04
BD105,C18246,CC(Cl)(Cl)Cl,CHEBI:36015,"1,1,1-Trichloroethane",High Safety,High Safety,Medium Safety,High Toxicity,High Toxicity,High Toxicity,High Toxicity,High Safety,Low Toxicity,Medium Toxicity,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Medium Toxicity,Low Safety,High Safety,0.01,0.02,0.31,0.92,0.99,0.87,1.0,0.15,0.5,0.81,0.01,0.36,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.02,0.0,0.0,0.03,0.01,0.0,0.0,0.03,0.51,0.8,0.49,0.08
BD105,C14595,CN(N=O)C(N)=O,CHEBI:50102,Methylnitrosourea,High Safety,Medium Safety,High Safety,Low Safety,High Toxicity,High Safety,High Toxicity,High Safety,Low Toxicity,High Safety,High Safety,Low Toxicity,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Toxicity,High Safety,High Safety,High Toxicity,Medium Safety,High Safety,High Safety,0.01,0.31,0.12,0.42,0.98,0.15,1.0,0.15,0.5,0.09,0.01,0.5,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.01,0.0,0.42,0.0,0.0,1.0,0.01,0.0,1.0,0.29,0.1,0.01
BD105,C00207,CC(C)=O,CHEBI:15347,Acetone,High Safety,High Toxicity,High Safety,High Toxicity,High Toxicity,High Safety,High Safety,High Safety,Low Toxicity,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Toxicity,High Safety,Medium Safety,High Safety,0.02,0.98,0.0,0.93,0.98,0.04,0.0,0.15,0.5,0.14,0.0,0.31,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.78,0.0,0.17,0.04
BD106,C00038,[Zn],CHEBI:27363,Zinc cation,High Safety,Low Safety,High Safety,Low Safety,High Toxicity,Medium Safety,Medium Safety,High Safety,Low Toxicity,High Toxicity,High Safety,Low Toxicity,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,Low Safety,Low Safety,High Safety,0.01,0.41,0.05,0.49,0.96,0.17,0.18,0.15,0.5,1.0,0.01,0.63,0.0,0.13,0.0,0.0,0.12,0.19,0.1,0.01,0.13,0.07,0.0,0.0,0.06,0.0,0.01,0.45,0.37,0.37,0.02
BD106,C06696,[Pb],CHEBI:25016,Lead,High Safety,High Safety,Medium Safety,Medium Toxicity,High Toxicity,High Safety,High Safety,High Safety,Low Toxicity,High Toxicity,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,Medium Toxicity,Medium Safety,High Safety,0.01,0.03,0.23,0.71,0.96,0.12,0.02,0.15,0.5,1.0,0.01,0.42,0.05,0.06,0.0,0.0,0.12,0.02,0.01,0.01,0.05,0.08,0.11,0.0,0.01,0.07,0.05,0.44,0.7,0.26,0.03
BD106,C06747,O=S(=O)(F)Cc1ccccc1,CHEBI:8102,Phenylmethanesulfonyl fluoride,High Safety,Low Toxicity,Low Safety,High Toxicity,High Toxicity,Low Toxicity,Medium Safety,High Safety,Low Toxicity,Medium Toxicity,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,High Toxicity,High Safety,High Safety,0.0,0.57,0.35,0.97,0.99,0.5,0.29,0.15,0.5,0.7,0.13,0.33,0.0,0.0,0.01,0.02,0.09,0.03,0.0,0.01,0.05,0.35,0.01,0.0,0.02,0.05,0.02,0.62,0.89,0.04,0.01
BD106,C11344,COC(C)(C)C,CHEBI:27642,Methyl tert-butyl ether,High Safety,High Safety,Medium Safety,Low Toxicity,High Toxicity,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Toxicity,High Safety,Low Safety,High Safety,0.01,0.12,0.26,0.65,0.99,0.12,0.0,0.15,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.71,0.16,0.39,0.03
BD106,C13377,[Cl][Hg][Cl],CHEBI:31823,Mercuric chloride,High Safety,High Safety,Medium Safety,Low Toxicity,Medium Toxicity,High Safety,Medium Safety,High Safety,Low Toxicity,High Toxicity,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Medium Toxicity,Low Safety,High Safety,0.01,0.04,0.3,0.59,0.72,0.16,0.28,0.15,0.5,0.95,0.01,0.42,0.05,0.1,0.0,0.0,0.09,0.25,0.13,0.01,0.04,0.2,0.23,0.0,0.16,0.05,0.04,0.57,0.79,0.37,0.02
BD106,C14440,C1COCCO1,CHEBI:47032,"1,4-Dioxane",High Safety,Medium Safety,High Safety,High Toxicity,High Toxicity,High Safety,High Safety,High Safety,Low Toxicity,High Toxicity,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Safety,Medium Safety,High Safety,0.01,0.24,0.04,0.85,0.96,0.0,0.0,0.15,0.5,1.0,0.03,0.23,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.64,0.41,0.28,0.02
BD106,C14687,CCOCCO,CHEBI:46788,2-Ethoxyethanol,High Safety,High Toxicity,High Safety,High Toxicity,High Toxicity,High Safety,High Safety,High Safety,Low Toxicity,High Toxicity,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Toxicity,High Safety,Medium Safety,High Safety,0.04,0.91,0.0,1.0,0.97,0.04,0.0,0.15,0.5,0.88,0.01,0.46,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.78,0.02,0.27,0.02
BD106,C19263,CC(=O)CC(C)C,CHEBI:82344,Methyl isobutyl ketone,High Safety,High Toxicity,Medium Safety,High Toxicity,High Toxicity,High Safety,High Safety,High Safety,Low Toxicity,Medium Toxicity,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Toxicity,High Safety,High Safety,High Safety,0.01,0.91,0.21,0.99,0.99,0.05,0.0,0.15,0.5,0.68,0.02,0.49,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.01,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.13,0.06
BD106,C19302,CC(N)=S,CHEBI:32497,Thioacetamide,High Safety,Medium Safety,Low Safety,High Toxicity,High Toxicity,Medium Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,High Safety,Low Safety,Medium Safety,0.01,0.18,0.45,0.9,0.92,0.17,0.11,0.15,0.5,0.64,0.0,0.25,0.0,0.01,0.0,0.0,0.03,0.01,0.0,0.01,0.02,0.42,0.04,0.0,0.0,0.02,0.01,0.49,0.13,0.38,0.19
BD106,C00084,[H]C(C)=O,CHEBI:15343,Acetaldehyde,High Safety,High Toxicity,High Safety,High Toxicity,High Toxicity,Medium Safety,High Safety,High Safety,Low Toxicity,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Toxicity,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Toxicity,High Safety,Medium Toxicity,Medium Toxicity,Medium Safety,High Safety,0.01,0.97,0.05,0.88,1.0,0.33,0.0,0.15,0.5,0.14,0.06,0.45,0.0,0.0,0.0,1.0,0.04,0.01,0.05,0.01,0.07,0.17,0.08,0.04,0.0,0.65,0.0,0.79,0.75,0.32,0.03
BD106,C00469,CCO,CHEBI:16236,Ethanol,High Safety,High Toxicity,High Safety,High Toxicity,High Toxicity,High Safety,High Safety,High Safety,Low Toxicity,Low Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,Low Safety,High Safety,0.01,0.98,0.01,0.95,0.91,0.04,0.0,0.15,0.5,0.49,0.0,0.48,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.01,0.0,0.07,0.02,0.0,0.0,0.0,0.0,0.28,0.0,0.43,0.02
BD106,C06899,OC(O)C(Cl)(Cl)Cl,CHEBI:28142,Chloral hydrate,High Safety,High Safety,High Safety,Low Safety,High Toxicity,High Safety,High Toxicity,High Safety,Low Toxicity,High Toxicity,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,Medium Toxicity,Medium Toxicity,High Safety,0.06,0.01,0.0,0.36,0.98,0.1,1.0,0.15,0.5,0.87,0.0,0.37,0.0,0.0,0.0,0.0,0.04,0.03,0.0,0.03,0.03,0.27,0.06,0.01,0.0,0.01,0.03,0.4,0.75,0.77,0.08
BD106,C07308,C[As](C)(=O)[O-],CHEBI:16223,Cacodylate,High Safety,High Safety,High Safety,High Toxicity,High Toxicity,Medium Safety,Low Safety,High Safety,Low Toxicity,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Toxicity,Medium Safety,Low Safety,High Safety,0.01,0.03,0.11,0.86,0.99,0.21,0.35,0.15,0.5,0.03,0.0,0.39,0.0,0.0,0.0,0.0,0.05,0.0,0.02,0.01,0.07,0.33,0.1,0.0,0.42,0.02,0.02,0.88,0.22,0.48,0.02
BD106,C10984,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,CHEBI:4042,Cypermethrin,High Safety,High Safety,High Toxicity,High Safety,Medium Safety,High Toxicity,High Safety,High Safety,Low Toxicity,High Toxicity,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,Medium Safety,Low Safety,High Safety,High Safety,High Safety,Low Safety,High Safety,Low Safety,High Toxicity,Low Safety,High Safety,0.0,0.08,0.96,0.04,0.2,0.99,0.0,0.1,0.51,1.0,0.05,0.14,0.0,0.0,0.03,0.0,0.22,0.01,0.2,0.03,0.24,0.41,0.02,0.02,0.0,0.38,0.12,0.36,0.97,0.43,0.04
BD106,C18428,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,CHEBI:116509,Diuron,High Safety,High Safety,High Toxicity,High Safety,Medium Safety,High Toxicity,High Toxicity,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,High Safety,Medium Toxicity,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,High Safety,High Safety,High Safety,High Safety,Low Toxicity,High Safety,Low Toxicity,High Toxicity,High Safety,High Safety,0.0,0.05,0.92,0.07,0.18,1.0,1.0,0.15,0.52,0.0,0.38,0.13,0.0,0.0,0.7,0.0,0.08,0.01,0.01,0.02,0.57,0.0,0.04,0.0,0.0,0.61,0.06,0.52,0.98,0.08,0.03
BD106,C13884,[Sr+2],CHEBI:35104,Strontium cation,High Safety,High Safety,High Safety,Low Safety,High Toxicity,High Safety,High Safety,High Safety,Low Toxicity,High Toxicity,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Low Safety,Medium Toxicity,Medium Safety,High Safety,0.01,0.01,0.16,0.49,0.96,0.12,0.05,0.15,0.5,1.0,0.01,0.4,0.05,0.13,0.0,0.0,0.12,0.02,0.15,0.01,0.11,0.3,0.17,0.01,0.0,0.33,0.07,0.46,0.73,0.3,0.06
BD106,C11906,O=[As][O-].[Na+],CHEBI:29678,Sodium arsenite,High Safety,High Safety,High Safety,Medium Toxicity,High Toxicity,Low Safety,Low Safety,High Safety,Low Toxicity,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Safety,Low Safety,High Safety,0.01,0.04,0.14,0.75,0.98,0.37,0.47,0.15,0.5,0.07,0.0,0.42,0.0,0.0,0.0,0.0,0.07,0.01,0.02,0.01,0.06,0.39,0.13,0.01,0.0,0.02,0.02,0.61,0.41,0.35,0.02
BD106,C07115,CN(CCCl)CCCl,CHEBI:28925,Nitrogen mustard,High Safety,High Safety,Medium Safety,Low Safety,Low Toxicity,High Safety,High Toxicity,High Safety,Low Toxicity,Low Toxicity,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,High Safety,High Safety,High Toxicity,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,Medium Toxicity,Medium Safety,High Safety,0.0,0.12,0.17,0.34,0.57,0.09,1.0,0.15,0.5,0.55,0.06,0.1,0.06,0.01,0.0,0.01,0.05,0.0,0.66,0.01,0.03,1.0,0.08,0.1,0.0,0.01,0.1,0.45,0.75,0.29,0.11
BD106,C18676,OCC(O)CCl,CHEBI:18721,alpha-Chlorohydrin,High Safety,Medium Toxicity,High Safety,High Toxicity,High Toxicity,High Safety,High Toxicity,High Safety,Low Toxicity,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,Medium Safety,Low Safety,High Safety,0.0,0.75,0.07,0.89,0.98,0.05,1.0,0.15,0.5,0.54,0.02,0.49,0.0,0.0,0.01,0.0,0.04,0.0,0.0,0.01,0.0,0.37,0.02,0.01,0.0,0.0,0.01,0.32,0.2,0.49,0.02
